chromosomes,start_position,end_position,dataset,score,dataset_strand,product,windows,phase,time_after_exposure,repdomains,sample_strand,replicate,real,sim,xr_ds
.,0,100,Initiation Zones,0,.,64_PP,94,early,12,ERD,-,_,1.42206267554915,1.65871358714154,0.857328647075102
.,0,100,Initiation Zones,0,.,64_PP,94,early,12,ERD,+,_,1.28768900644316,1.55366569293915,0.828807002880507
.,0,100,Initiation Zones,0,.,64_PP,94,early,12,LRD,-,_,0.673271670702762,0.71504481480027,0.941579683912293
.,0,100,Initiation Zones,0,.,64_PP,94,early,12,LRD,+,_,0.620676279437429,0.763578829459938,0.812851608099742
.,0,100,Initiation Zones,0,.,64_PP,95,early,12,ERD,-,_,1.3675588915481,1.58034402594051,0.865355181593596
.,0,100,Initiation Zones,0,.,64_PP,95,early,12,ERD,+,_,1.35576513288217,1.38630840128412,0.977967912209388
.,0,100,Initiation Zones,0,.,64_PP,95,early,12,LRD,-,_,0.587549001969273,0.815752327755623,0.72025415310281
.,0,100,Initiation Zones,0,.,64_PP,95,early,12,LRD,+,_,0.672936718218358,0.798130911547812,0.843140778639102
.,0,100,Initiation Zones,0,.,64_PP,96,early,12,ERD,-,_,1.39504015608847,1.52227229733363,0.916419590983807
.,0,100,Initiation Zones,0,.,64_PP,96,early,12,ERD,+,_,1.4102724831846,1.55373668612976,0.907665047606924
.,0,100,Initiation Zones,0,.,64_PP,96,early,12,LRD,-,_,0.666464897331812,0.729138791220848,0.914043945208159
.,0,100,Initiation Zones,0,.,64_PP,96,early,12,LRD,+,_,0.575572512431921,0.696469785499502,0.826414188261053
.,0,100,Initiation Zones,0,.,64_PP,97,early,12,ERD,-,_,1.31139825962097,1.62092167535787,0.809044804297186
.,0,100,Initiation Zones,0,.,64_PP,97,early,12,ERD,+,_,1.35316658304414,1.49162848970538,0.907173999680991
.,0,100,Initiation Zones,0,.,64_PP,97,early,12,LRD,-,_,0.634373082566675,0.904219812419078,0.701569545207733
.,0,100,Initiation Zones,0,.,64_PP,97,early,12,LRD,+,_,0.622391881206071,0.735789892229672,0.845882619180906
.,0,100,Initiation Zones,0,.,64_PP,98,early,12,ERD,-,_,1.34325348960557,1.58170790460937,0.849242445897312
.,0,100,Initiation Zones,0,.,64_PP,98,early,12,ERD,+,_,1.29045815525235,1.5400139364265,0.837952257917079
.,0,100,Initiation Zones,0,.,64_PP,98,early,12,LRD,-,_,0.701101001802943,0.805862200746462,0.870001100874964
.,0,100,Initiation Zones,0,.,64_PP,98,early,12,LRD,+,_,0.522106678321035,0.797290919060818,0.654850903025535
.,0,100,Initiation Zones,0,.,64_PP,99,early,12,ERD,-,_,1.27362297531765,1.50293863979216,0.847421805253325
.,0,100,Initiation Zones,0,.,64_PP,99,early,12,ERD,+,_,1.30723996951275,1.50216045251279,0.870239905015488
.,0,100,Initiation Zones,0,.,64_PP,99,early,12,LRD,-,_,0.606597007929697,0.771283386314432,0.786477472084953
.,0,100,Initiation Zones,0,.,64_PP,99,early,12,LRD,+,_,0.568144140938521,0.816059016601732,0.696204722183466
