dataset,chromosomes,start_position,end_position,score,dataset_strand,product,phase,method,sample_strand,windows,repdomains,12,120,diff
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,+,100,ERD,0.191510916697869,0.176757595152827,0.0770364520176003
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,+,100,LRD,0.172686278249779,0.215542005215528,-0.24817100351055
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-100,ERD,0.187897503175267,0.185837961979125,0.01096098224478
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-100,LRD,0.188964083166766,0.223575567997823,-0.183164357220792
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-99,ERD,0.203314734205033,0.179440430806051,0.117425347908655
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-99,LRD,0.185425429923943,0.210994705527437,-0.137895193846832
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-98,ERD,0.201628474561152,0.185322032045812,0.0808737086903579
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-98,LRD,0.16985535565552,0.201748529494985,-0.187766666034049
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-97,ERD,0.207169041962474,0.183258312312563,0.115416518913297
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-97,LRD,0.194272063031001,0.208872632339661,-0.0751552697843647
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-96,ERD,0.203073839970193,0.190687703352261,0.0609932654040989
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-96,LRD,0.187548621869637,0.21448096862164,-0.143601944303936
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-95,ERD,0.185247666592026,0.182948754352575,0.0124099389846238
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-95,LRD,0.167024433061261,0.217512501747035,-0.302279539348924
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-94,ERD,0.198978637977911,0.181504150539301,0.0878209219652539
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-94,LRD,0.16383964514272,0.205386369245458,-0.253581628955227
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-93,ERD,0.185729455061706,0.180678662646001,0.0271943532813771
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-93,LRD,0.184363833951096,0.219482998278541,-0.190488359754771
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-92,ERD,0.198015061038551,0.175932107259527,0.111521586606611
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-92,LRD,0.188964083166766,0.2041737559953,-0.080489755373835
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-91,ERD,0.191510916697869,0.181916894485951,0.0500964768867655
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-91,LRD,0.184009968626813,0.218725114997192,-0.188659052710258
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-90,ERD,0.197292378334031,0.183774242245875,0.0685182884524222
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-90,LRD,0.173040143574061,0.20963051562101,-0.21145597369022
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-89,ERD,0.197533272568871,0.187592123752387,0.0503264522842237
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-89,LRD,0.193210467058154,0.220392458216159,-0.140685914028786
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-88,ERD,0.192956282106909,0.190790889338924,0.0112221936717541
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-88,LRD,0.195333659003848,0.207660019089503,-0.063104127309736
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-87,ERD,0.191270022463028,0.179853174752701,0.0596896866707606
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-87,LRD,0.187548621869637,0.206902135808155,-0.103191981607684
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-86,ERD,0.188138397410107,0.189036727565662,-0.00477483686435372
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-86,LRD,0.191795005761025,0.210085245589819,-0.0953634832993699
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-85,ERD,0.198015061038551,0.181504150539301,0.0833820943349142
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-85,LRD,0.192502736409589,0.202657989432603,-0.0527538112570312
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-84,ERD,0.199219532212751,0.185322032045812,0.0697597269332885
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-84,LRD,0.193210467058154,0.212055742121325,-0.0975375472670368
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-83,ERD,0.198978637977911,0.173455643579627,0.128270022639904
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-83,LRD,0.187548621869637,0.216754618465686,-0.155724933112812
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-82,ERD,0.197292378334031,0.182432824419263,0.0753174250330614
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-82,LRD,0.18648702589679,0.20432533265157,-0.0956544117157649
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-81,ERD,0.197292378334031,0.180678662646001,0.0842086036385126
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-81,LRD,0.181179046032555,0.201445376182445,-0.111858024389029
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-80,ERD,0.207409936197314,0.196259746632035,0.0537591870944491
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-80,LRD,0.187902487193919,0.206144252526806,-0.0970810211472156
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-79,ERD,0.174889214493903,0.18356787027255,-0.0496237335376115
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-79,LRD,0.189317948491048,0.212358895433864,-0.121705031807407
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-78,ERD,0.189583762819148,0.181194592579313,0.0442504680521482
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-78,LRD,0.182948372653966,0.200990646213636,-0.0986194809931184
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-77,ERD,0.183802301182986,0.184909288099162,-0.00602270433532027
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-77,LRD,0.161362587872744,0.200384339588557,-0.241826511524388
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-76,ERD,0.180429781895225,0.1823296384326,-0.0105296172140755
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-76,LRD,0.181886776681119,0.204628485964109,-0.125032229928732
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-75,ERD,0.179707099190704,0.168709088193153,0.0611996467979271
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-75,LRD,0.185779295248225,0.206598982495615,-0.112066779129357
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-74,ERD,0.187174820470747,0.180885034619326,0.0336038033085992
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-74,LRD,0.174101739546908,0.217360925090765,-0.248470725544942
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-73,ERD,0.201869368795992,0.182020080472613,0.0983273908357976
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-73,LRD,0.188610217842484,0.214026238652831,-0.134754209507215
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-72,ERD,0.19584701292499,0.183877428232538,0.0611170143148256
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-72,LRD,0.179409719411143,0.198110689744512,-0.104236104904175
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-71,ERD,0.188379291644947,0.177789455019451,0.0562155029516491
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-71,LRD,0.180825180708272,0.205689522557997,-0.137504863826674
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-70,ERD,0.183561406948146,0.180472290672676,0.016828789487011
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-70,LRD,0.170563086304085,0.201596952838715,-0.181949489816936
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-69,ERD,0.194160753281109,0.183877428232538,0.0529629437195449
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-69,LRD,0.184009968626813,0.199474879650939,-0.0840438762069985
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-68,ERD,0.187174820470747,0.177583083046126,0.0512448063286362
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-68,LRD,0.192148871085307,0.215238851902989,-0.120167142732943
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-67,ERD,0.176816368372623,0.179853174752701,-0.0171749165986592
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-67,LRD,0.182594507329684,0.214177815309101,-0.172969649751794
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-66,ERD,0.188138397410107,0.186663449872425,0.00783969438448907
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-66,LRD,0.199226177570954,0.21463254527791,-0.0773310410047363
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-65,ERD,0.184765878122346,0.173765201539615,0.059538463998462
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-65,LRD,0.199933908219518,0.212662048746404,-0.0636617402232268
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-64,ERD,0.199219532212751,0.181400964552638,0.0894418707955016
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-64,LRD,0.183302237978249,0.195988616556736,-0.0692101674175541
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-63,ERD,0.198255955273391,0.183258312312563,0.0756478812459721
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-63,LRD,0.182948372653966,0.197807536431972,-0.0812205299366661
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-62,ERD,0.19608790715983,0.179956360739363,0.0822669110712578
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-62,LRD,0.180117450059708,0.205689522557997,-0.141974431071573
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-61,ERD,0.178984416486184,0.176963967126152,0.0112884093470143
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-61,LRD,0.185425429923943,0.200839069557367,-0.0831258131085151
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-60,ERD,0.19536522445531,0.183774242245875,0.0593298128761207
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-60,LRD,0.182948372653966,0.210691552214898,-0.151644855641353
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-59,ERD,0.189824657053988,0.174797061406239,0.079165667310936
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-59,LRD,0.184717699275378,0.211752588808786,-0.146357872794332
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-58,ERD,0.186452137766227,0.169328204113128,0.0918409081185683
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-58,LRD,0.176932662141167,0.2041737559953,-0.153963058739256
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-57,ERD,0.189583762819148,0.172114225753015,0.0921467999493071
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-57,LRD,0.180117450059708,0.199626456307209,-0.108312693972927
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-56,ERD,0.198978637977911,0.172526969699665,0.132937226563903
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-56,LRD,0.186133160572507,0.202657989432603,-0.0887796070795153
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-55,ERD,0.188861080114628,0.184083800205863,0.0252952059040725
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-55,LRD,0.187194756545354,0.201748529494985,-0.0777466912974356
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-54,ERD,0.184765878122346,0.177170339099476,0.0411089920934437
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-54,LRD,0.184717699275378,0.197807536431972,-0.0708640114506825
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-53,ERD,0.188620185879788,0.179130872846064,0.0503091065755377
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-53,LRD,0.170209220979802,0.19886857302586,-0.168377200019372
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-52,ERD,0.200905791856632,0.175312991339552,0.12738707172436
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-52,LRD,0.181886776681119,0.198413843057051,-0.0908645844271933
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-51,ERD,0.19536522445531,0.169637762073116,0.131689058039496
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-51,LRD,0.192148871085307,0.205083215932918,-0.0673141859983602
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-50,ERD,0.183802301182986,0.182948754352575,0.00464383103430636
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-50,LRD,0.174101739546908,0.189016090368329,-0.0856645709585378
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-49,ERD,0.190788233993348,0.178511756926089,0.0643460910052116
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-49,LRD,0.188964083166766,0.213571508684022,-0.130222765643455
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-48,ERD,0.191029128228188,0.1823296384326,0.0455401219503879
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-48,LRD,0.190379544463895,0.217967231715844,-0.144908883617905
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-47,ERD,0.185970349296547,0.175003433379564,0.0589713142899702
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-47,LRD,0.190025679139613,0.218725114997192,-0.151029250296711
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-46,ERD,0.19560611869015,0.180369104686013,0.0778964078739934
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-46,LRD,0.176932662141167,0.218421961684653,-0.234492032400347
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-45,ERD,0.191992705167549,0.17438431745959,0.0917138372137245
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-45,LRD,0.172686278249779,0.203415872713952,-0.177950412595751
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-44,ERD,0.176334579902943,0.177583083046126,-0.00708030803640681
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-44,LRD,0.197456850949542,0.191896046837454,0.0281621229415313
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-43,ERD,0.171516695206141,0.17232059772634,-0.00468702197901134
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-43,LRD,0.182594507329684,0.202657989432603,-0.109879987061676
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-42,ERD,0.190788233993348,0.179337244819389,0.060019367726623
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-42,LRD,0.184363833951096,0.213116778715213,-0.155957620038127
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-41,ERD,0.19656969562951,0.179646802779376,0.086091056894295
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-41,LRD,0.181886776681119,0.203567449370221,-0.11919872947725
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-40,ERD,0.183079618478466,0.172423783713002,0.0582032825610051
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-40,LRD,0.181886776681119,0.212055742121325,-0.165866733089109
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-39,ERD,0.189101974349468,0.175312991339552,0.0729182392587468
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-39,LRD,0.193918197706719,0.20947893896474,-0.0802438422079151
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-38,ERD,0.189101974349468,0.17066962193974,0.0974730828334121
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-38,LRD,0.191795005761025,0.207356865776964,-0.0811379835162609
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-37,ERD,0.181875147304265,0.176860781139489,0.0275703758270359
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-37,LRD,0.187902487193919,0.194472849994039,-0.0349668750969688
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-36,ERD,0.185488560826866,0.170360063979753,0.0815602686207393
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-36,LRD,0.177286527465449,0.197655959775703,-0.114895545654044
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-35,ERD,0.193919859046269,0.178614942912751,0.0789239235671396
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-35,LRD,0.192856601733872,0.191441316868644,0.00733853470663318
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-34,ERD,0.19512433022047,0.180059546726026,0.0772060740832391
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-34,LRD,0.188256352518201,0.199929609619748,-0.0620072414311659
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-33,ERD,0.206205465023114,0.189036727565662,0.0832603415992287
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-33,LRD,0.173040143574061,0.192653930118802,-0.113348186956088
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-32,ERD,0.19488343598563,0.180885034619326,0.0718296108415096
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-32,LRD,0.176224931492602,0.194472849994039,-0.103549017422672
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-31,ERD,0.186211243531387,0.177789455019451,0.0452270676690681
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-31,LRD,0.179763584735425,0.191744470181184,-0.0666480114056009
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-30,ERD,0.187415714705587,0.176860781139489,0.0563182953077274
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-30,LRD,0.190025679139613,0.196746499838084,-0.0353679604193566
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-29,ERD,0.179466204955864,0.174281131472927,0.0288916427703606
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-29,LRD,0.177994258114014,0.206902135808155,-0.162409046226785
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-28,ERD,0.183079618478466,0.179646802779376,0.0187503979286116
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-28,LRD,0.176224931492602,0.199474879650939,-0.131933364714135
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-27,ERD,0.192956282106909,0.181710522512626,0.0582813861849428
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-27,LRD,0.163485779818438,0.192502353462532,-0.177486835101616
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-26,ERD,0.205723676553434,0.175416177326214,0.147321396034585
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-26,LRD,0.188610217842484,0.205841099214267,-0.0913570938461741
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-25,ERD,0.19464254175079,0.186560263885762,0.0415236966817654
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-25,LRD,0.188610217842484,0.191592893524914,-0.0158139665843623
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-24,ERD,0.193197176341749,0.176757595152827,0.0850922435835315
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-24,LRD,0.182594507329684,0.208721055683391,-0.143085072688054
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-23,ERD,0.194160753281109,0.180059546726026,0.0726264516221137
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-23,LRD,0.18507156459966,0.194624426650308,-0.0516171248204026
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-22,ERD,0.188138397410107,0.174074759499602,0.0747515557913948
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-22,LRD,0.169147625006955,0.200081186276018,-0.182879075409959
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-21,ERD,0.191751810932709,0.174590689432914,0.0894965289575102
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-21,LRD,0.163485779818438,0.187348747149362,-0.145963565500471
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-20,ERD,0.182356935773945,0.171185551873053,0.0612610858670107
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-20,LRD,0.157823934629921,0.192957083431342,-0.222609763745936
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-19,ERD,0.184765878122346,0.179543616792713,0.0282642086444914
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-19,LRD,0.159593261251332,0.192047623493723,-0.203356720627951
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-18,ERD,0.197533272568871,0.184496544152512,0.0659976329395997
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-18,LRD,0.170563086304085,0.192350776806263,-0.127739776374205
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-17,ERD,0.182356935773945,0.175003433379564,0.040324774943008
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-17,LRD,0.173040143574061,0.198565419713321,-0.147510719836723
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-16,ERD,0.185488560826866,0.176241665219514,0.0498515680219398
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-16,LRD,0.171624682276932,0.201445376182445,-0.173755275231305
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-15,ERD,0.192715387872069,0.184496544152512,0.0426475737630895
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-15,LRD,0.160300991899897,0.205083215932918,-0.279363362024524
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-14,ERD,0.172962060615182,0.171185551873053,0.0102710891383384
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-14,LRD,0.179055854086861,0.198716996369591,-0.10980452095798
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-13,ERD,0.186693032001067,0.176551223179502,0.0543234458879391
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-13,LRD,0.168439894358391,0.201900106151254,-0.198647784245638
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-12,ERD,0.200664897621792,0.180472290672676,0.100628496505525
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-12,LRD,0.165962837088414,0.190380280274756,-0.147125968769345
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-11,ERD,0.184765878122346,0.168399530233166,0.0885788439700057
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-11,LRD,0.162778049169873,0.190077126962217,-0.167707365529701
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-10,ERD,0.173684743319702,0.170772807926403,0.0167656371978475
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-10,LRD,0.167732163709826,0.191289740212375,-0.140447580127225
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-9,ERD,0.191510916697869,0.180059546726026,0.0597948679338664
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-9,LRD,0.183302237978249,0.190380280274756,-0.0386140528046773
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-8,ERD,0.189583762819148,0.169018646153141,0.108475094914247
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-8,LRD,0.156762338657074,0.193108660087611,-0.231856208206022
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-7,ERD,0.184524983887506,0.178099012979439,0.0348243949013689
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-7,LRD,0.162070318521309,0.200839069557367,-0.239209445565201
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-6,ERD,0.183561406948146,0.168502716219828,0.0820362568509371
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-6,LRD,0.156408473332791,0.176738381210482,-0.129979581313571
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-5,ERD,0.186452137766227,0.170875993913065,0.083539636711974
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-5,LRD,0.161362587872744,0.188864513712059,-0.170435577427676
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-4,ERD,0.16669881050934,0.171288737859715,-0.0275342537619271
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-4,LRD,0.164193510467003,0.185681403930395,-0.130869322437143
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-3,ERD,0.181393358834585,0.163652974846692,0.0978006256782028
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-3,LRD,0.155700742684227,0.180527797617225,-0.159453670579784
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-2,ERD,0.185247666592026,0.182432824419263,0.0151950209389819
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-2,LRD,0.161362587872744,0.189319243680868,-0.173253640615704
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-1,ERD,0.178261733781664,0.175932107259527,0.0130685732305872
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,-1,LRD,0.155346877359944,0.179466761023337,-0.155264682968208
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,0,ERD,0.185006772357186,0.169431390099791,0.0841881735406141
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,0,LRD,0.167378298385544,0.175525767960325,-0.0486769769639665
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,1,ERD,0.185488560826866,0.181916894485951,0.019255453409063
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,1,LRD,0.159947126575615,0.180224644304686,-0.126776380190143
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,2,ERD,0.179707099190704,0.170875993913065,0.0491416606100106
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,2,LRD,0.145438648280039,0.177344687835561,-0.219377998440194
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,3,ERD,0.174166531789382,0.173042899632977,0.00645148149222957
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,3,LRD,0.152162089441403,0.186136133899205,-0.223275354475757
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,4,ERD,0.175611897198423,0.175106619366227,0.00287724146402846
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,4,LRD,0.158885530602768,0.168401665115648,-0.0598930215783595
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,5,ERD,0.171034906736461,0.165407136619954,0.0329042195180597
Initiation Zones,.,0,100,0,.,CPD,late,Damage_seq,-,5,LRD,0.159593261251332,0.174616308022707,-0.0941333403026043
