dataset,chromosomes,start_position,end_position,score,dataset_strand,product,phase,time_after_exposure,sample_strand,replicate,xr_ds,windows
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.58992922745618,-22
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.16072702414607,-93
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.39555856204232,-93
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.16469548044087,-93
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.38370097007967,-93
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.17076428263791,-21
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.58197474812776,-21
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.26194967985084,-21
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.60187073964251,-21
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.22811172741524,-20
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.57483308577768,-20
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.20288094152211,-20
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.60101525725834,-20
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.23523183487238,-19
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.61241643465775,-19
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.25832764334425,-19
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.70125139944335,-19
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.21305403025748,-18
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.62125475634587,-18
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.22935783958671,-18
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.68327040208457,-18
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.25526466394562,-17
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.67321322275918,-17
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.26268925648145,-17
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.77300906115034,-17
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.24752756491475,-16
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.66798801020835,-16
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.29397682440763,-16
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.74672525541041,-16
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.2326397882933,-15
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.67900298536088,-15
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.3021229937287,-15
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.80605153934018,-15
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.26464082727157,-14
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.76931123941955,-14
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.30278381643712,-14
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.89368784886974,-14
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.26673933214583,-13
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.81512710859442,-13
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.33763243266602,-13
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.90784004437038,-13
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.27886762934119,-12
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.7898017209719,-12
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.34569629621626,-12
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.94701322122356,-12
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.14684112791905,-92
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.43062958778305,-92
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.12177884772534,-92
TSS,.,0,100,0,TS,CPD,early,12,.,_,1.39025816938034,-92
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.34215616759061,-11
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.86852273788038,-11
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.3622444879309,-11
TSS,.,0,100,0,TS,CPD,early,12,.,_,2.00736579600404,-11
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.39316226001137,-10
TSS,.,0,100,0,NTS,CPD,early,12,.,_,1.9614481052128,-10
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.40779357888072,-10
TSS,.,0,100,0,TS,CPD,early,12,.,_,2.08380858461882,-10
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.41962973321648,-9
TSS,.,0,100,0,NTS,CPD,early,12,.,_,2.06185044069711,-9
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.45229528131007,-9
TSS,.,0,100,0,TS,CPD,early,12,.,_,2.1740528187283,-9
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.46387183150609,-8
TSS,.,0,100,0,NTS,CPD,early,12,.,_,2.17425784241612,-8
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.50724514214296,-8
TSS,.,0,100,0,TS,CPD,early,12,.,_,2.33480756363154,-8
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.45751720757296,-7
TSS,.,0,100,0,NTS,CPD,early,12,.,_,2.14527143409097,-7
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.52394707974322,-7
TSS,.,0,100,0,TS,CPD,early,12,.,_,2.37576276495887,-7
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.58677221783324,-6
TSS,.,0,100,0,NTS,CPD,early,12,.,_,2.2596005824703,-6
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.65662806282009,-6
TSS,.,0,100,0,TS,CPD,early,12,.,_,2.49488353347369,-6
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.57006001463374,-5
TSS,.,0,100,0,NTS,CPD,early,12,.,_,2.42658787860189,-5
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.73660800217154,-5
TSS,.,0,100,0,TS,CPD,early,12,.,_,2.69245865913834,-5
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.70211793626488,-4
TSS,.,0,100,0,NTS,CPD,early,12,.,_,2.53915077325952,-4
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.79850136505049,-4
TSS,.,0,100,0,TS,CPD,early,12,.,_,2.81509582959712,-4
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,1.86399701356988,-3
TSS,.,0,100,0,NTS,CPD,early,12,.,_,2.81646605395013,-3
TSS,.,0,100,0,TS,64_PP,early,12,.,_,1.92567884845851,-3
TSS,.,0,100,0,TS,CPD,early,12,.,_,2.94441291024383,-3
TSS,.,0,100,0,NTS,64_PP,early,12,.,_,2.0098214444047,-2
TSS,.,0,100,0,NTS,CPD,early,12,.,_,2.94296953704482,-2
TSS,.,0,100,0,TS,64_PP,early,12,.,_,2.05598264339833,-2
TSS,.,0,100,0,TS,CPD,early,12,.,_,3.33476094993029,-2
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.22246920010474,-100
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.47250935972146,-100
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.19707990213906,-100
TES,.,0,100,0,TS,CPD,early,12,.,_,1.45930133168328,-100
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.20099601083178,-91
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.47729297807487,-91
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.19261384584193,-91
TES,.,0,100,0,TS,CPD,early,12,.,_,1.52890421319696,-91
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.3654346429007,-1
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.79865082657073,-1
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.12608456933829,-1
TES,.,0,100,0,TS,CPD,early,12,.,_,1.34148579337976,-1
TES,.,0,100,0,NTS,64_PP,early,12,.,_,0.935542089096757,0
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.21871357206359,0
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.02547949739513,0
TES,.,0,100,0,TS,CPD,early,12,.,_,1.18229322731105,0
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.30219459974098,1
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.55866792530766,1
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.3698713818737,1
TES,.,0,100,0,TS,CPD,early,12,.,_,1.85474519504141,1
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.3692251468043,2
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.63429035141226,2
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.32588194572546,2
TES,.,0,100,0,TS,CPD,early,12,.,_,1.65471200898808,2
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.32551257946295,3
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.63275423884735,3
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.28872541977168,3
TES,.,0,100,0,TS,CPD,early,12,.,_,1.61422920456902,3
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.30519195966198,4
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.60061798451445,4
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.26014929737718,4
TES,.,0,100,0,TS,CPD,early,12,.,_,1.60654857745454,4
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.30489583082048,5
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.59700568083156,5
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.31298042733546,5
TES,.,0,100,0,TS,CPD,early,12,.,_,1.6045051935648,5
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.28861541828811,6
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.54706809616098,6
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.26262181168376,6
TES,.,0,100,0,TS,CPD,early,12,.,_,1.60279804606598,6
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.29846826879129,7
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.55818535552463,7
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.29980302414778,7
TES,.,0,100,0,TS,CPD,early,12,.,_,1.60352950244747,7
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.27640315180205,8
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.50018316027836,8
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.27679427128049,8
TES,.,0,100,0,TS,CPD,early,12,.,_,1.61388527515964,8
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.23498543274009,-90
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.51259682752299,-90
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.21792967529498,-90
TES,.,0,100,0,TS,CPD,early,12,.,_,1.52068890858131,-90
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.30511617393206,9
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.49363880018071,9
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.29091436735931,9
TES,.,0,100,0,TS,CPD,early,12,.,_,1.59728246496311,9
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.29122705126196,10
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.60180386068817,10
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.2807065653194,10
TES,.,0,100,0,TS,CPD,early,12,.,_,1.6052364770264,10
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.27696925398541,11
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.53644727857814,11
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.26772451310584,11
TES,.,0,100,0,TS,CPD,early,12,.,_,1.61206187849564,11
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.25653623622521,12
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.5558566628725,12
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.25805538713267,12
TES,.,0,100,0,TS,CPD,early,12,.,_,1.56338454241142,12
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.28972190298706,13
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.53229067410195,13
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.27004020597887,13
TES,.,0,100,0,TS,CPD,early,12,.,_,1.57990058940226,13
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.28372330351884,14
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.5978086077279,14
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.23698434518707,14
TES,.,0,100,0,TS,CPD,early,12,.,_,1.56376946481517,14
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.27189927534764,15
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.58407930912632,15
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.24373879435825,15
TES,.,0,100,0,TS,CPD,early,12,.,_,1.60427013093737,15
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.29861950493727,16
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.51750866530346,16
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.22558808391026,16
TES,.,0,100,0,TS,CPD,early,12,.,_,1.57259258477215,16
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.294573184381,17
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.53328180649141,17
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.2626995557738,17
TES,.,0,100,0,TS,CPD,early,12,.,_,1.57882129147795,17
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.25084983346891,18
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.55982535275847,18
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.29678413726299,18
TES,.,0,100,0,TS,CPD,early,12,.,_,1.56569982035917,18
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.22125292797121,-89
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.53607054435113,-89
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.18895604942539,-89
TES,.,0,100,0,TS,CPD,early,12,.,_,1.53162561738576,-89
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.28206920002564,19
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.50488798321185,19
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.19074122791981,19
TES,.,0,100,0,TS,CPD,early,12,.,_,1.54525946361597,19
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.2702834982759,20
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.54569833531811,20
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.2649570420199,20
TES,.,0,100,0,TS,CPD,early,12,.,_,1.58077818941013,20
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.27976104787553,21
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.53271419280679,21
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.25436984679178,21
TES,.,0,100,0,TS,CPD,early,12,.,_,1.57225029988808,21
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.2402544842102,22
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.48843793487107,22
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.26041612211422,22
TES,.,0,100,0,TS,CPD,early,12,.,_,1.5906151674165,22
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.23653119018433,23
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.55645353694488,23
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.23545196127949,23
TES,.,0,100,0,TS,CPD,early,12,.,_,1.49217620238002,23
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.24375134941347,24
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.50209810110959,24
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.24260500699973,24
TES,.,0,100,0,TS,CPD,early,12,.,_,1.54860996554142,24
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.26086640180382,25
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.55063392955448,25
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.21582466798446,25
TES,.,0,100,0,TS,CPD,early,12,.,_,1.59992376111081,25
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.26069956464086,26
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.47708596623174,26
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.24010274604452,26
TES,.,0,100,0,TS,CPD,early,12,.,_,1.54491428647894,26
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.26865166062206,27
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.5009489924457,27
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.27748259610902,27
TES,.,0,100,0,TS,CPD,early,12,.,_,1.50355848050419,27
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.22665589027815,28
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.47824886387748,28
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.19958865966684,28
TES,.,0,100,0,TS,CPD,early,12,.,_,1.55336747709419,28
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.25657994653187,-88
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.49206448209675,-88
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.25092305377066,-88
TES,.,0,100,0,TS,CPD,early,12,.,_,1.50262368238485,-88
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.28315126324527,29
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.50195797237963,29
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.23067180776011,29
TES,.,0,100,0,TS,CPD,early,12,.,_,1.504664906726,29
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.24782431694907,30
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.46566222278149,30
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.22169043259684,30
TES,.,0,100,0,TS,CPD,early,12,.,_,1.46467877428102,30
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.19585582208617,31
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.46280625621531,31
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.22860586525625,31
TES,.,0,100,0,TS,CPD,early,12,.,_,1.52605783458828,31
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.24873833062339,32
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.46250747466473,32
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.18253421316273,32
TES,.,0,100,0,TS,CPD,early,12,.,_,1.55206079517458,32
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.21316063156516,33
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.5085787006103,33
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.2220306307896,33
TES,.,0,100,0,TS,CPD,early,12,.,_,1.52707125991694,33
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.24527842615511,34
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.48893987013408,34
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.24882180147494,34
TES,.,0,100,0,TS,CPD,early,12,.,_,1.52057002459019,34
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.24479631262025,35
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.44545901830826,35
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.19357670792052,35
TES,.,0,100,0,TS,CPD,early,12,.,_,1.51806728340576,35
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.28156136687718,36
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.48901438735409,36
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.24109566407115,36
TES,.,0,100,0,TS,CPD,early,12,.,_,1.50775507548759,36
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.22225439951742,37
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.52091509374485,37
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.19719158717639,37
TES,.,0,100,0,TS,CPD,early,12,.,_,1.47274152213019,37
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.21669873535663,38
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.49845116854281,38
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.22603881964087,38
TES,.,0,100,0,TS,CPD,early,12,.,_,1.5188495278379,38
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.23318252341287,-87
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.4791830756974,-87
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.23080540668577,-87
TES,.,0,100,0,TS,CPD,early,12,.,_,1.48219029961964,-87
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.18945755314849,39
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.46581919563031,39
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.2532270676178,39
TES,.,0,100,0,TS,CPD,early,12,.,_,1.55970970104482,39
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.22777609723816,40
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.43412569756468,40
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.19492468311848,40
TES,.,0,100,0,TS,CPD,early,12,.,_,1.47350791476915,40
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.24655055698779,41
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.5019379216778,41
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.23174308486382,41
TES,.,0,100,0,TS,CPD,early,12,.,_,1.45794256606608,41
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.2197548571711,42
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.47032233769738,42
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.20397330870735,42
TES,.,0,100,0,TS,CPD,early,12,.,_,1.46365482973239,42
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.20283605637297,43
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.44117420511452,43
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.22138556110032,43
TES,.,0,100,0,TS,CPD,early,12,.,_,1.47879326779411,43
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.24679551032677,44
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.44205361433487,44
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.19342256865134,44
TES,.,0,100,0,TS,CPD,early,12,.,_,1.49038043332029,44
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.23180124858892,45
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.46002365097721,45
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.1938158876054,45
TES,.,0,100,0,TS,CPD,early,12,.,_,1.48169486298858,45
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.20948390948203,46
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.48287709464161,46
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.24479887748258,46
TES,.,0,100,0,TS,CPD,early,12,.,_,1.48282965692996,46
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.21198798709735,47
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.47306831838124,47
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.19256352720138,47
TES,.,0,100,0,TS,CPD,early,12,.,_,1.4666966694193,47
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.22893776005304,48
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.42735521954613,48
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.20600047788674,48
TES,.,0,100,0,TS,CPD,early,12,.,_,1.50754401675509,48
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.22939659135234,-86
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.50065503669066,-86
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.20517362199094,-86
TES,.,0,100,0,TS,CPD,early,12,.,_,1.52332619484956,-86
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.17381079944869,49
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.4374930321184,49
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.19502842219505,49
TES,.,0,100,0,TS,CPD,early,12,.,_,1.4534954438638,49
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.20018281702337,50
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.51075130603368,50
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.24293111502668,50
TES,.,0,100,0,TS,CPD,early,12,.,_,1.47146534333663,50
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.22676190089043,51
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.48454825942256,51
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.25096544067514,51
TES,.,0,100,0,TS,CPD,early,12,.,_,1.4641630518187,51
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.20947495834273,52
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.4177033844563,52
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.19661427271826,52
TES,.,0,100,0,TS,CPD,early,12,.,_,1.50637740564178,52
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.25196327910243,53
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.49218669266028,53
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.217806168906,53
TES,.,0,100,0,TS,CPD,early,12,.,_,1.47908807539437,53
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.25556430011427,54
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.4771627478122,54
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.20046312236089,54
TES,.,0,100,0,TS,CPD,early,12,.,_,1.48409328450897,54
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.21282296702983,55
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.44167133316044,55
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.19221005632643,55
TES,.,0,100,0,TS,CPD,early,12,.,_,1.45727808064705,55
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.2010783676639,56
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.43990612885997,56
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.2141493410154,56
TES,.,0,100,0,TS,CPD,early,12,.,_,1.47669531222702,56
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.17512025238682,57
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.42055542281279,57
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.20055672096443,57
TES,.,0,100,0,TS,CPD,early,12,.,_,1.48681301830727,57
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.19970518395909,58
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.42642037963605,58
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.22165396363464,58
TES,.,0,100,0,TS,CPD,early,12,.,_,1.47248695984276,58
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.24752705185531,-85
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.5196661928455,-85
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.19178677626771,-85
TES,.,0,100,0,TS,CPD,early,12,.,_,1.49778845569362,-85
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.22752780809111,59
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.46856425515821,59
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.19511653307308,59
TES,.,0,100,0,TS,CPD,early,12,.,_,1.41284300614821,59
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.21476247237502,60
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.43480372560514,60
TES,.,0,100,0,TS,64_PP,early,12,.,_,1.16994107530569,60
TES,.,0,100,0,TS,CPD,early,12,.,_,1.44472067227335,60
TES,.,0,100,0,NTS,64_PP,early,12,.,_,1.21418430778734,61
TES,.,0,100,0,NTS,CPD,early,12,.,_,1.41944054094048,61
