repdomains,log2val,sample_strand,direction,windows
LRD,-0.970889356434392,+,Left Replicating,-78
ERD,0.391399095932212,-,Left Replicating,-79
ERD,0.417615333635676,+,Left Replicating,-79
LRD,-1.10767821010818,-,Left Replicating,-79
LRD,-0.354011694727809,+,Left Replicating,-79
ERD,0.16889512503091,-,Left Replicating,-8
ERD,0.422339341647572,+,Left Replicating,-8
LRD,-1.25379021347123,-,Left Replicating,-8
LRD,-0.649889399311755,+,Left Replicating,-8
ERD,0.0354644045145603,-,Left Replicating,-80
ERD,0.510549307606927,+,Left Replicating,-80
LRD,-0.89539946429787,-,Left Replicating,-80
LRD,-0.162249521043684,+,Left Replicating,-80
ERD,0.181991813575938,-,Left Replicating,-81
ERD,0.268036723345572,+,Left Replicating,-81
LRD,-1.05515058522438,-,Left Replicating,-81
LRD,-0.723490940001015,+,Left Replicating,-81
ERD,0.128517159546617,-,Left Replicating,-82
ERD,0.0620873106584832,+,Left Replicating,-82
LRD,-1.00929856571044,-,Left Replicating,-82
LRD,-0.561422594071833,+,Left Replicating,-82
ERD,0.212346288706144,-,Left Replicating,-83
ERD,0.528657191501454,+,Left Replicating,-83
LRD,-1.23497891465792,-,Left Replicating,-83
LRD,-0.670859269800474,+,Left Replicating,-83
ERD,0.132483391072565,-,Left Replicating,-84
ERD,0.16070164348716,+,Left Replicating,-84
LRD,-1.07911147330868,-,Left Replicating,-84
LRD,-0.85127899258633,+,Left Replicating,-84
ERD,0.0944690240510275,-,Left Replicating,-85
ERD,0.254293939542033,+,Left Replicating,-85
LRD,-1.23035730092896,-,Left Replicating,-85
LRD,-0.499994234662393,+,Left Replicating,-85
ERD,0.171246533553122,-,Left Replicating,-86
ERD,0.242584262377534,+,Left Replicating,-86
LRD,-1.33413758649153,-,Left Replicating,-86
LRD,-0.42791302296107,+,Left Replicating,-86
ERD,0.264366799334784,-,Left Replicating,-87
ERD,0.458235024124101,+,Left Replicating,-87
LRD,-1.10723579190337,-,Left Replicating,-87
LRD,-0.922567509928511,+,Left Replicating,-87
ERD,0.132837397879078,-,Left Replicating,-88
ERD,0.275043866719909,+,Left Replicating,-88
LRD,-1.21519006193027,-,Left Replicating,-88
LRD,-0.715454563532899,+,Left Replicating,-88
ERD,0.181470533035696,-,Left Replicating,-89
ERD,0.296495206222178,+,Left Replicating,-89
LRD,-1.25620141780619,-,Left Replicating,-89
LRD,-0.575811295144429,+,Left Replicating,-89
ERD,0.242257034834766,-,Left Replicating,-9
ERD,0.346339331249257,+,Left Replicating,-9
LRD,-0.906497402433486,-,Left Replicating,-9
LRD,-0.339601942419188,+,Left Replicating,-9
ERD,0.196069927788042,-,Left Replicating,-90
ERD,0.327314824680133,+,Left Replicating,-90
LRD,-1.05089242095126,-,Left Replicating,-90
LRD,-0.893005674447907,+,Left Replicating,-90
ERD,0.522418235468687,-,Left Replicating,-91
ERD,0.237324189434942,+,Left Replicating,-91
LRD,-1.22019557470982,-,Left Replicating,-91
LRD,-0.548743653414733,+,Left Replicating,-91
ERD,-0.0157525261733848,-,Left Replicating,-92
ERD,0.24522844094796,+,Left Replicating,-92
LRD,-1.30782653566763,-,Left Replicating,-92
LRD,-0.625551092426768,+,Left Replicating,-92
ERD,0.0724732753934678,-,Left Replicating,-93
ERD,0.0640639121972896,+,Left Replicating,-93
LRD,-1.11886634905322,-,Left Replicating,-93
LRD,-0.813887920046742,+,Left Replicating,-93
ERD,0.110152083371032,-,Left Replicating,-94
ERD,0.190640940243826,+,Left Replicating,-94
LRD,-0.878657813297988,-,Left Replicating,-94
LRD,-0.71810395742229,+,Left Replicating,-94
ERD,0.00649217448129742,-,Left Replicating,-95
ERD,0.264968823891268,+,Left Replicating,-95
LRD,-0.759381158214674,-,Left Replicating,-95
LRD,-0.666050927438564,+,Left Replicating,-95
ERD,0.19977710189523,-,Left Replicating,-96
ERD,0.449121361434064,+,Left Replicating,-96
LRD,-1.14833136500737,-,Left Replicating,-96
LRD,-0.276217595959729,+,Left Replicating,-96
ERD,0.182169942479109,-,Left Replicating,-97
ERD,0.209045953624934,+,Left Replicating,-97
LRD,-1.47560987000097,-,Left Replicating,-97
LRD,-0.678566422218074,+,Left Replicating,-97
ERD,-0.0213878082292931,-,Left Replicating,-98
ERD,0.324139164638951,+,Left Replicating,-98
LRD,-0.962819952612092,-,Left Replicating,-98
LRD,-0.239272530979145,+,Left Replicating,-98
ERD,0.165588944970953,-,Left Replicating,-99
ERD,0.51265119124726,+,Left Replicating,-99
LRD,-1.38519550213399,-,Left Replicating,-99
LRD,-0.578549236746408,+,Left Replicating,-99
ERD,0.0580020719005222,-,Right Replicating,1
ERD,0.0622142192898326,+,Right Replicating,1
LRD,-0.836937628107537,-,Right Replicating,1
LRD,-0.587726708436093,+,Right Replicating,1
